Rank	Title	Status	Study Results	Conditions	Interventions	Locations	URL
172	BR101801 in Adult Patients With Advanced Hematologic Malignancies( Phase I)	Recruiting	No Results Available	Diffuse Large B Cell Lymphoma|Follicular Lymphoma|Chronic Lymphocytic Leukemia|Small Lymphocytic Leukemia|B Cell Lymphoma|Marginal Zone Lymphoma|Waldenstrom Macroglobulinemia|Peripheral T Cell Lymphoma	Drug: BR101801 (Phase Ia)|Drug: BR101801 (Phase Ib)	Asan Medical Center, Seoul, Korea, Republic of|Samsung Medical Center, Seoul, Korea, Republic of|Seoul national university hospital, Seoul, Korea, Republic of	https://ClinicalTrials.gov/show/NCT04018248
173	A Phase 1/2 Study of In Situ Vaccination With Tremelimumab and IV Durvalumab Plus PolyICLC in Subjects With Advanced, Measurable, Biopsy-accessible Cancers	Recruiting	No Results Available	Head and Neck Squamous Cell Carcinoma|Breast Cancer|Sarcoma|Merkel Cell Carcinoma|Cutaneous T-Cell Lymphoma|Melanoma|Renal Cancer|Bladder Cancer|Prostate Cancer|Testicular Cancer|Solid Tumor	Drug: Durvalumab|Drug: Tremelimumab|Drug: Poly ICLC	Research Facility, Atlanta, Georgia, United States|Research Facility, Lebanon, New Hampshire, United States|Research Facility, Buffalo, New York, United States|Research Facility, New York, New York, United States|Research Facility, Cleveland, Ohio, United States|Research Facility, Toledo, Ohio, United States|Research Facility, Charlottesville, Virginia, United States	https://ClinicalTrials.gov/show/NCT02643303
174	A Phase 1 Dose-Escalation and Cohort-Expansion of VLS-101 in Hematologic Malignancies	Recruiting	No Results Available	Chronic Lymphocytic Leukemia|Mantle Cell Lymphoma|Follicular Lymphoma|Marginal Zone Lymphoma|Diffuse Large B-cell Lymphoma|Richter Transformation Lymphoma|Burkitt Lymphoma|Lymphoplasmacytoid Lymphoma|T-cell Non-Hodgkin Lymphoma|Acute Lymphoid Leukemia|Acute Myeloid Leukemia|Waldenstrom Macroglobulinemia	Drug: VLS-101 Schedule 1|Drug: VLS-101 Schedule 2|Drug: VLS-101 Schedule 3	City of Hope National Medical Center, Duarte, California, United States|UC San Diego Moores Cancer Center, La Jolla, California, United States|UCLA Department of Medicine - Hematology/Oncology, Los Angeles, California, United States|University of Nebraska Medical Center, Omaha, Nebraska, United States|Northwell Health/CLL Research and Treatment Program, New Hyde Park, New York, United States|Weill Cornell Medical College - New York - Presbyterian Hospital, New York, New York, United States|University of Rochester Medical Center, Rochester, New York, United States|Oregon Health & Science University, Portland, Oregon, United States|MD Anderson Cancer Center, Houston, Texas, United States|The University of Texas MD Anderson Cancer Center, Houston, Texas, United States|University of Virginia, Charlottesville, Virginia, United States|Swedish Cancer Institute, Seattle, Washington, United States	https://ClinicalTrials.gov/show/NCT03833180
175	Lenalidomide and Ipilimumab After Stem Cell Transplant in Treating Patients With Hematologic or Lymphoid Malignancies	Recruiting	No Results Available	B-Cell Non-Hodgkin Lymphoma|Hematopoietic and Lymphoid Cell Neoplasm|Leukemia|Lymphoma|Plasma Cell Myeloma|T-Cell Non-Hodgkin Lymphoma	Biological: Ipilimumab|Drug: Lenalidomide	M D Anderson Cancer Center, Houston, Texas, United States	https://ClinicalTrials.gov/show/NCT01919619
176	Study to Assess Safety, Tolerability, Pharmacokinetics and Antitumor Activity of AZD4573 in Relapsed/Refractory Haematological Malignancies	Recruiting	No Results Available	Relapsed or Refractory Haematological Malignancies Including|Acute Myeloid Leukemia|Acute Lymphocytic Leukemia|Chronic Lymphocytic Leukemia|High Risk Myelodysplastic Syndrome|Chronic Myelomonocytic Leukemia|Richter's Syndrome|B-cell Non-Hodgkin Lymphoma|T-cell Non-Hodgkin Lymphoma|Small Lymphocytic Lymphoma|Multiple Myeloma	Drug: AZD4573	Research Site, Aachen, Germany|Research Site, Bonn, Germany|Research Site, Essen, Germany|Research Site, Göttingen, Germany|Research Site, Heidelberg, Germany|Research Site, Rheinland-Pfalz, Germany|Research Site, Ulm, Germany|Research Site, Amsterdam, Netherlands|Research Site, Kraków, Poland|Research Site, Skórzewo, Poland|Research Site, Cardiff, United Kingdom|Research Site, Leicester, United Kingdom|Research Site, Manchester, United Kingdom|Research Site, Nottingham, United Kingdom|Research Site, Plymouth, United Kingdom|Research Site, Southampton, United Kingdom|Research Site, Sutton, United Kingdom	https://ClinicalTrials.gov/show/NCT03263637
177	Gene Therapy in Treating Patients With Human Immunodeficiency Virus-Related Lymphoma Receiving Stem Cell Transplant	Recruiting	No Results Available	HIV Infection|Mature T-Cell and NK-Cell Non-Hodgkin Lymphoma|Plasmablastic Lymphoma|Recurrent Adult Hodgkin Lymphoma|Recurrent Adult Non-Hodgkin Lymphoma|Recurrent Burkitt Lymphoma|Recurrent Follicular Lymphoma|Stage III Follicular Lymphoma|Stage III Mantle Cell Lymphoma|Stage IV Follicular Lymphoma|Stage IV Mantle Cell Lymphoma	Procedure: Autologous Hematopoietic Stem Cell Transplantation|Drug: Carmustine|Drug: Cytarabine|Drug: Etoposide|Other: Laboratory Biomarker Analysis|Biological: Lentivirus Vector CCR5 shRNA/TRIM5alpha/TAR Decoy-transduced Autologous CD34-positive Hematopoietic Progenitor Cells|Drug: Melphalan|Procedure: Peripheral Blood Stem Cell Transplantation	UC San Diego Moores Cancer Center, La Jolla, California, United States|University of California Davis Comprehensive Cancer Center, Sacramento, California, United States|UCSF Medical Center-Parnassus, San Francisco, California, United States|Memorial Sloan Kettering Cancer Center, New York, New York, United States	https://ClinicalTrials.gov/show/NCT02797470
178	Irradiated Donor Cells Following Stem Cell Transplant in Controlling Cancer in Patients With Hematologic Malignancies	Recruiting	No Results Available	Acute Lymphoblastic Leukemia|Acute Myeloid Leukemia in Remission|Hematopoietic Cell Transplantation Recipient|JAK2 Gene Mutation|Loss of Chromosome 17p|Mantle Cell Lymphoma|Minimal Residual Disease|Myelodysplastic Syndrome|Non-Hodgkin Lymphoma|Plasma Cell Myeloma|RAS Family Gene Mutation|Recurrent Diffuse Large B-Cell Lymphoma|Recurrent Hematologic Malignancy|Recurrent Mature T- and NK-Cell Non-Hodgkin Lymphoma|Refractory Diffuse Large B-Cell Lymphoma|Refractory Mature T-Cell and NK-Cell Non-Hodgkin Lymphoma|Therapy-Related Acute Myeloid Leukemia|Therapy-Related Myelodysplastic Syndrome|TP53 Gene Mutation	Procedure: Allogeneic Hematopoietic Stem Cell Transplantation|Biological: Irradiated Allogeneic Cells	Rutgers Cancer Institute of New Jersey, New Brunswick, New Jersey, United States	https://ClinicalTrials.gov/show/NCT03272633
179	Dendritic Cell Therapy, Cryosurgery, and Pembrolizumab in Treating Patients With Non-Hodgkin Lymphoma	Recruiting	No Results Available	Aggressive Non-Hodgkin Lymphoma|Indolent Non-Hodgkin Lymphoma|Recurrent Diffuse Large B-Cell Lymphoma|Recurrent Follicular Lymphoma|Recurrent Mantle Cell Lymphoma|Recurrent Marginal Zone Lymphoma|Recurrent Non-Hodgkin Lymphoma|Recurrent Primary Mediastinal (Thymic) Large B-Cell Cell Lymphoma|Recurrent T-Cell Non-Hodgkin Lymphoma|Small Lymphocytic Lymphoma	Procedure: Cryosurgery|Biological: Dendritic Cell Therapy|Other: Laboratory Biomarker Analysis|Biological: Pembrolizumab|Biological: Pneumococcal 13-valent Conjugate Vaccine|Other: Quality-of-Life Assessment	Mayo Clinic in Rochester, Rochester, Minnesota, United States	https://ClinicalTrials.gov/show/NCT03035331
180	Fludarabine Phosphate, Cyclophosphamide, Total Body Irradiation, and Donor Stem Cell Transplant in Treating Patients With Blood Cancer	Recruiting	No Results Available	Accelerated Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive|Acute Leukemia in Remission|Acute Lymphoblastic Leukemia|Acute Myeloid Leukemia|Acute Myeloid Leukemia With FLT3/ITD Mutation|Acute Myeloid Leukemia With Gene Mutations|Aplastic Anemia|B-Cell Non-Hodgkin Lymphoma|CD40 Ligand Deficiency|Chronic Granulomatous Disease|Chronic Leukemia in Remission|Chronic Lymphocytic Leukemia|Chronic Myelogenous Leukemia, BCR-ABL1 Positive|Chronic Myelomonocytic Leukemia|Chronic Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive|Congenital Amegakaryocytic Thrombocytopenia|Congenital Neutropenia|Congenital Pure Red Cell Aplasia|Glanzmann Thrombasthenia|Immunodeficiency Syndrome|Myelodysplastic Syndrome|Myelofibrosis|Myeloproliferative Neoplasm|Paroxysmal Nocturnal Hemoglobinuria|Plasma Cell Myeloma|Polycythemia Vera|Recurrent Non-Hodgkin Lymphoma|Refractory Non-Hodgkin Lymphoma|Secondary Acute Myeloid Leukemia|Secondary Myelodysplastic Syndrome|Severe Aplastic Anemia|Shwachman-Diamond Syndrome|Sickle Cell Disease|T-Cell Non-Hodgkin Lymphoma|Thalassemia|Waldenstrom Macroglobulinemia|Wiskott-Aldrich Syndrome	Drug: Cyclophosphamide|Drug: Fludarabine Phosphate|Other: Laboratory Biomarker Analysis|Procedure: Peripheral Blood Stem Cell Transplantation|Radiation: Total-Body Irradiation	Roswell Park Cancer Institute, Buffalo, New York, United States	https://ClinicalTrials.gov/show/NCT03333486
181	PD-1 Knockout EBV-CTLs for Advanced Stage Epstein-Barr Virus (EBV) Associated Malignancies	Recruiting	No Results Available	Stage IV Gastric Carcinoma|Stage IV Nasopharyngeal Carcinoma|T-Cell Lymphoma Stage IV|Stage IV Adult Hodgkin Lymphoma|Stage IV Diffuse Large B-Cell Lymphoma	Drug: Fludarabine|Drug: Cyclophosphamide|Drug: Interleukin-2	The Comprehensive Cancer Center of Nanjing Drum Tower Hospital, Nanjing, Jiangsu, China|The Comprehensive Cancer Center of Nanjing Drum Tower Hospital, Nanjing, Jiangsu, China	https://ClinicalTrials.gov/show/NCT03044743
182	DS-3201b in Participants With Lymphomas	Recruiting	No Results Available	Lymphoma, Malignant|Non-hodgkin Lymphoma	Drug: DS-3201b	City of Hope National Medical center, Duarte, California, United States|Yale University, New Haven, Connecticut, United States|Emory University, Atlanta, Georgia, United States|Dana-Farber Cancer Institute, Boston, Massachusetts, United States|Hackensack University Medical Center, Hackensack, New Jersey, United States|Weill Cornell Medicine, New York, New York, United States|Memorial Sloan Kettering Cancer Center, New York, New York, United States|Thomas Jefferson University, Philadelphia, Pennsylvania, United States|Nagoya City University Hospital, Nagoya-shi, Aichi, Japan|National Cancer Center Hospital East, Kahiwa-shi, Chiba, Japan|Iwate Medical University Hospital, Morioka-shi, Iwate, Japan|Imamura General Hospital, Kagoshima-shi, Kagoshima, Japan|Kagoshima University Hospital, Kagoshima-shi, Kagoshima, Japan|Kumamoto University Hosipital, Kumamoto-shi, Kumamoto, Japan|Nagasaki University Hospital, Nagasaki-shi, Nagasaki, Japan|University of the Ryukyus Hospital, Nakagami-gun, Okinawa, Japan|The Institute of Medical Science, The University of Tokyo, Minato-ku, Tokyo, Japan|National Cancer Center Hospital, Chuo Ku, Toyko, Japan	https://ClinicalTrials.gov/show/NCT02732275
183	Reduced Intensity Flu/Mel/TBI Conditioning for HAPLO HCT Patients With Hematologic Malignancies	Recruiting	No Results Available	Acute Myeloid Leukemia|Acute Lymphoblastic Leukemia|Biphenotypic Acute Leukemia|Undifferentiated Leukemia|Prolymphocytic Leukemia|Myelodysplastic Syndromes|Chronic Myelogenous Leukemia|Myeloproliferative Neoplasm|Relapsed Large Cell Lymphoma|Mantle Cell Lymphoma|Hodgkin Lymphoma|Burkitt Lymphoma|Relapsed T-Cell Lymphoma|Relapsed Chronic Lymphocytic Leukemia|Relapsed Small Lymphocytic Lymphoma|Relapsed Marginal B-cell Lymphoma|Relapsed Follicular Lymphoma|Lymphoplasmacytic Lymphoma	Drug: Fludarabine|Drug: Melphalan|Radiation: Total Body Irradiation	H. Lee Moffitt Cancer Center & Research Institute, Tampa, Florida, United States	https://ClinicalTrials.gov/show/NCT04191187
184	UCB Transplant for Hematological Diseases Using a Non Myeloablative Prep	Recruiting	No Results Available	Acute Leukemia|Acute Myeloid Leukemia|Acute Lymphoblastic Leukemia/Lymphoma|Burkitt's Lymphoma|Natural Killer Cell Malignancies|Chronic Myelogenous Leukemia|Myelodysplastic Syndrome|Large-cell Lymphoma|Hodgkin Lymphoma|Multiple Myeloma|Relapsed Chronic Lymphocytic Leukemia|Relapsed Small Lymphocytic Lymphoma|Marginal Zone B-cell Lymphoma|Follicular Lymphoma|Lymphoplasmacytic Lymphoma|Mantle-cell Lymphoma|Prolymphocytic Leukemia|Bone Marrow Failure Syndromes|Myeloproliferative Neoplasms/Myelofibrosis|Biphenotypic/Undifferentiated/Prolymphocytic Leukemias|MRD Positive Leukemia|Leukemia or MDS in Aplasia|Relapsed T-Cell Lymphoma|Relapsed Multiple Myeloma|Plasma Cell Leukemia	Drug: Fludarabine|Drug: Cyclophosphamide|Drug: MMF|Drug: Sirolimus|Radiation: TBI|Biological: Umbilical cord blood cell infusion|Biological: ATG	Masonic Cancer Center at University of Minnesota, Minneapolis, Minnesota, United States	https://ClinicalTrials.gov/show/NCT02722668
185	Ultra Low Dose Radiation Therapy in Treating Patients With Mycosis Fungoides	Recruiting	No Results Available	Localized Skin Lesion|Mycosis Fungoides	Other: Quality-of-Life Assessment|Other: Questionnaire Administration|Radiation: Radiation Therapy	M D Anderson Cancer Center, Houston, Texas, United States	https://ClinicalTrials.gov/show/NCT03398161
186	Duvelisib and Nivolumab for the Treatment of Stage IIB-IVB Mycosis Fungoides and Sezary Syndrome	Recruiting	No Results Available	Stage IIB Mycosis Fungoides and Sezary Syndrome AJCC v8|Stage III Mycosis Fungoides and Sezary Syndrome AJCC v8|Stage IIIA Mycosis Fungoides and Sezary Syndrome AJCC v8|Stage IIIB Mycosis Fungoides and Sezary Syndrome AJCC v8|Stage IV Mycosis Fungoides and Sezary Syndrome AJCC v8|Stage IVA1 Mycosis Fungoides and Sezary Syndrome AJCC v8|Stage IVA2 Mycosis Fungoides and Sezary Syndrome AJCC v8|Stage IVB Mycosis Fungoides and Sezary Syndrome AJCC v8	Drug: Duvelisib|Biological: Nivolumab	Siteman Cancer Center at West County Hospital, Creve Coeur, Missouri, United States|Washington University School of Medicine, Saint Louis, Missouri, United States|Siteman Cancer Center-South County, Saint Louis, Missouri, United States|Siteman Cancer Center at Christian Hospital, Saint Louis, Missouri, United States|Siteman Cancer Center at Saint Peters Hospital, Saint Peters, Missouri, United States	https://ClinicalTrials.gov/show/NCT04652960
187	Mogamulizumab + Low-Dose Total Skin Electron Beam Tx in Mycosis Fungoides & Sézary Syndrome	Recruiting	No Results Available	Sezary Syndrome|Mycosis Fungoides	Drug: Mogamulizumab|Radiation: LD TSEBT	Stanford Cancer Center, Stanford, California, United States	https://ClinicalTrials.gov/show/NCT04256018
188	Pembrolizumab in Treating Patients With Stage IB-IV Mycosis Fungoides	Recruiting	No Results Available	Mycosis Fungoides|Sezary Syndrome|Stage IB Mycosis Fungoides and Sezary Syndrome AJCC v8|Stage II Mycosis Fungoides and Sezary Syndrome AJCC v8|Stage IIA Mycosis Fungoides and Sezary Syndrome AJCC v8|Stage IIB Mycosis Fungoides and Sezary Syndrome AJCC v8|Stage III Mycosis Fungoides and Sezary Syndrome AJCC v8|Stage IIIA Mycosis Fungoides and Sezary Syndrome AJCC v8|Stage IIIB Mycosis Fungoides and Sezary Syndrome AJCC v8|Stage IV Mycosis Fungoides and Sezary Syndrome AJCC v8|Stage IVA1 Mycosis Fungoides and Sezary Syndrome AJCC v8|Stage IVA2 Mycosis Fungoides and Sezary Syndrome AJCC v8|Stage IVB Mycosis Fungoides and Sezary Syndrome AJCC v8	Biological: Pembrolizumab	Mayo Clinic in Florida, Jacksonville, Florida, United States	https://ClinicalTrials.gov/show/NCT03695471
189	Dosing of Brentuximab Vedotin for Mycosis Fungoides, Sezary Syndrome Patients	Recruiting	No Results Available	Mycosis Fungoides|Lymphomatoid Papulosis|Sezary Syndrome	Drug: brentuximab vedotin	Stanford University Medical Center, Stanford, California, United States|Memorial Sloan Kettering Basking Ridge, Basking Ridge, New Jersey, United States|Memorial Sloan Kettering Monmouth, Middletown, New Jersey, United States|Memorial Sloan Kettering Bergen, Montvale, New Jersey, United States|Memorial Sloan Kettering Commack, Commack, New York, United States|Memorial Sloan Kettering Westchester, Harrison, New York, United States|Memorial Sloan Kettering Cancer Center, New York, New York, United States|Memorial Sloan Kettering Nassau, Uniondale, New York, United States	https://ClinicalTrials.gov/show/NCT03587844
190	ATG Based Conditioning Regimen in HLA Related HSCT for Aggressive T-cell Tumors	Recruiting	No Results Available	Lymphoblastic Lymphoma	Drug: Anti-human Thymoglobulin|Drug: Placebo	Shanghai First People's HOSPITAL, Shanghai, Shanghai, China|Shanghai First People's HOSPITAL, Shanghai, China	https://ClinicalTrials.gov/show/NCT02938741
191	A Study of TQ-B3101 in Subjects With Relapsed or Refractory Anaplastic Large Cell Lymphoma (ALCL)	Recruiting	No Results Available	Relapsed/Refractory Anaplastic Large Cell Lymphoma (ALCL)	Drug: TQ-B3101 capsule	Sun Yat-sen University Cancer Center, Guangzhou, Guangdong, China	https://ClinicalTrials.gov/show/NCT04306887
192	CD30 Targeted CAR-T in Treating CD30-Expressing Lymphomas	Recruiting	No Results Available	Hodgkin Lymphoma|Anaplastic Large Cell Lymphoma	Biological: ICAR30 T cells	Weifang People's Hospital, Weifang, Shandong, China	https://ClinicalTrials.gov/show/NCT03383965
193	A Study of Oral Lorlatinib in Patients With Relapsed ALK Positive Lymphoma	Recruiting	No Results Available	Anaplastic Large Cell Lymphoma, ALK-Positive	Drug: Lorlatinib	Asst-Monza, Monza, Italy/MB, Italy	https://ClinicalTrials.gov/show/NCT03505554
194	Nivolumab for Pediatric and Adult Relapsing/Refractory ALK+ Anaplastic Large Cell Lymphoma, for Evaluation of Response in Patients With Progressive Disease (Cohort 1) or as Consolidative Immunotherapy in Patients in Complete Remission After Relapse (Cohort 2)	Recruiting	No Results Available	Relapsing/Refractory ALK+ Anaplastic Large Cell Lymphoma	Drug: Nivolumab cohort 1|Drug: Nivolumab cohort 2	Gustave Roussy, Villejuif, Val De Marne, France	https://ClinicalTrials.gov/show/NCT03703050
195	Camrelizumab in Combination With Apatinib in Refractory and Relapsed DLBCL	Recruiting	No Results Available	Diffuse Large B Cell Lymphoma|High-grade B-cell Lymphoma|Follicular Lymphoma Grade IIIb|Transformed Lymphoma|EBV-Positive DLBCL, Nos|ALK-Positive Anaplastic Large Cell Lymphoma	Drug: Camrelizumab|Drug: Apatinib	Department of Medical Oncology, Sun Yat-sen University Cancer Center,, Guangzhou, Guangdong, China	https://ClinicalTrials.gov/show/NCT04476459
196	Donor Stem Cell Transplant With Treosulfan, Fludarabine, and Total-Body Irradiation for the Treatment of Hematological Malignancies	Recruiting	No Results Available	Acute Leukemia|Acute Lymphoblastic Leukemia|Acute Myeloid Leukemia|Adult Diffuse Large Cell Lymphoma|Anaplastic Large Cell Lymphoma|Burkitt Lymphoma|Chronic Myelogenous Leukemia, BCR-ABL1 Positive|Chronic Myelomonocytic Leukemia|Hodgkin Lymphoma|Lymphoblastic Lymphoma|Lymphoplasmacytic Lymphoma|Mantle Cell Lymphoma|Mixed Phenotype Acute Leukemia|Myelodysplastic Syndrome|Prolymphocytic Leukemia|Refractory Chronic Lymphocytic Leukemia|Refractory Follicular Lymphoma|Refractory Marginal Zone Lymphoma|Refractory Small Lymphocytic Lymphoma	Procedure: Allogeneic Hematopoietic Stem Cell Transplantation|Drug: Cyclophosphamide|Drug: Cyclosporine|Biological: Filgrastim|Drug: Fludarabine|Drug: Mycophenolate Mofetil|Drug: Mycophenolate Sodium|Radiation: Total-Body Irradiation|Drug: Treosulfan	Fred Hutch/University of Washington Cancer Consortium, Seattle, Washington, United States	https://ClinicalTrials.gov/show/NCT04195633
